Sau,WhatsGNU_Sau_Ortholog,https://zenodo.org/record/3633425/files/WhatsGNU_Sau_Ortholog.zip?download=1
Kp,WhatsGNU_Kp_Ortholog,https://zenodo.org/record/7812697/files/Kp.zip?download=1
TB,WhatsGNU_TB_Ortholog,https://zenodo.org/record/3633425/files/WhatsGNU_TB_Ortholog.zip?download=1
Pa,WhatsGNU_Pa_Ortholog,https://zenodo.org/record/3633425/files/WhatsGNU_Pa_Ortholog.zip?download=1
Staphopia,Sau_Staphopia_basic_43914.pickle,https://zenodo.org/record/3633425/files/Sau_Staphopia_basic_43914.pickle?download=1
S.enterica,Senterica_Enterobase_basic_216642.pickle,https://zenodo.org/record/3633425/files/Senterica_Enterobase_basic_216642.pickle.gz?download=1
